judul,link,waktu,isi_berita
Verstappen Perpanjang Kontrak di Red Bull Hingga 2030,https://sport.detik.com/f1/d-8627702/verstappen-perpanjang-kontrak-di-red-bull-hingga-2030,"Kamis, 20 Agu 2026 21:20 WIB","Max Verstappenmengakhiri spekulasi masa depannya diFormula 1dengan memperpanjang kontrak bersamaRed Bull Racinghingga 2030.

Juara dunia empat kali itu sempat mempertimbangkan untuk mundur dari F1 di awal musim 2026 karena tak senang dengan teknologi dalam regulasi baru yang mengedepankan tenaga listrik. Tak cuma itu, ia juga dikaitkan dengan tim lain seperti McLaren.

Namun jelang digelarnya GP Belanda, yang merupakan balapan kandang Verstappen, akhir pekan ini, Red Bull mengumumkan kelanjutan kerja sama dengan pria 28 tahun tersebut. Kontrak awal yang tersisa sampai 2028 ditambah lagi selama dua tahun.

""Melanjutkan perjalanan ini dengan tim yang telah bersama saya sepanjang karier saya sungguh istimewa dan merupakan sesuatu yang selalu ingin saya lakukan,"" ujar Verstappen, Kamis (20/8).

Ia juga menegaskan bahwa tujuan utamanya adalah membawa Red Bull, yang sudah ia anggap sebagai keluarga kedua, kembali berjaya di F1. Musim ini, tim asal Austria itu sama sekali belum meraih kemenangan dari 11 balapan yang sudah dijalani.

""Saya sangat senang dengan perpanjangan kontrak ini. Kami memiliki orang-orang terbaik dan saya bersemangat untuk terus bekerja sama dengan semua orang untuk kembali ke puncak lagi.""

""Ini tetap menjadi tujuan utama yang telah kita semua upayakan dan akan terus kita kejar. Saya ingin berterima kasih kepada Red Bull, Laurent (Mekies, principal Red Bull), dan semua orang di Red Bull Racing atas kepercayaan yang mereka berikan kepada saya.""

Verstappen telah membalap untuk Red Bull sejak 2016 setelah memulai debut F1 bersama Toro Rosso setahun sebelumnya. Ia telah meraih 71 kemenangan dalam 244 balapan.

Selain meraih juara empat kali beruntun pada 2021-2024, ia juga sempat mengukir rekor kemenangan terbanyak dalam semusim, yakni 19 kali dari 22 balapan pada musim 2023."
Kejuaraan Dunia Bulutangkis 2026: Fajar/Fikri Lolos ke Perempat Final,https://sport.detik.com/raket/d-8627696/kejuaraan-dunia-bulutangkis-2026-fajar-fikri-lolos-ke-perempat-final,"Kamis, 20 Agu 2026 21:07 WIB","Fajar Alfian/Muhammad Shohibul Fikrimelangkah ke perempat finalKejuaraan Dunia Bulutangkis 2026usai menundukkan wakil Korea Selatan, Kang Min-hyuk/Ki Dong-ju dengan skor 21-15, 14-21, 21-12 dalam waktu 62 menit.

Bertanding di Indira Gandhi Indoor Stadium, New Delhi, Kamis (20/8), Fajar/Fikri tertinggal 6-9 lebih dulu di gim pertama, namun berbalik unggul 11-10 saat interval. Selepas jeda, Kang/Ki sempat mengejar hingga 15-16, namun Fajar/Fikri merebut lima poin beruntun untuk menang 21-15.

Pada gim kedua, gantian Kang/Ki yang mengambil dominasi. Ganda Korea Selatan itu unggul 6-0 di awal kemudian 11-5 saat interval. Usai rehat, Fajar/Fikri mencoba mendekat, namun hanya sampai 14-18.

Kang/Ki kemudian merebut tiga poin selanjutnya untuk mengambil kemenangan 21-14. Pada gim ketiga alias penentuan, Fajar/Fikri kembali mendominasi.

Mereka unggul 11-6 saat interval dan selanjutnya hanya memberikan Kang/Ki tambahan enam poin sebelum mengunci kemenangan 21-12. Di perempat final, Fajar/Fikri akan berhadapan dengan Lee Jhe-huei/Yang Po-Hsuan (Taiwan) yang lolos usai menyingkirkan Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani.

Pada laga lain di nomor tunggal putri,Putri Kusuma Wardanigagal melaju ke perempat final usai kalah dari wakil Denmark, Line Christophersen dengan skor 18-21, 17-21 dalam waktu 37 menit."
Kejuaraan Dunia Bulutangkis 2026: Alwi Farhan Tembus 8 Besar,https://sport.detik.com/raket/d-8627583/kejuaraan-dunia-bulutangkis-2026-alwi-farhan-tembus-8-besar,"Kamis, 20 Agu 2026 19:51 WIB","Alwi Farhanmelangkah ke perempat finalKejuaraan Dunia Bulutangkis 2026usai menyingkirkan Ayush Shetty (India) di babak 16 besar dengan skor 21-19, 21-11 dalam waktu 45 menit.

Berlaga di Indira Gandhi Indoor Stadium, New Delhi, Kamis (20/8), Alwi meraih kemenangan lewat duel sengit di gim pertama. Unggul 11-9 saat interval, ia menjauh 16-12 kemudian 18-14.

Shetty sempat berbalik unggul 19-18 usai meraih lima poin beruntun, namun Alwi berhasil merebut tiga poin berikutnya untuk menang tipis 21-19. Pada gim kedua, Alwi tak terbendung.

Setelah unggul 11-6 saat interval, Alwi semakin menjauh usai jeda, bahkan sempat unggul 16-7. Shetty kemudian hanya mampu menambah empat poin sebelum Alwi mengamankan kemenangan telak 21-11. Dengan hasil ini, Alwi akan berjumpa unggulan keenam asal Taiwan, Chou Tien-chen pada Jumat besok.

Namun keberhasilan Alwi gagal diikuti oleh Jonatan Christie yang kalah dari Rasmus Gemke. Menghadapi wakil Denmark tersebut di 16 besar, Jojo kalah 21-11, 13-21, 18-21 usai bertanding selama 70 menit.

Nasib serupa juga dialami Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani di nomor ganda putra. Melawan Lee Jhe-huei/Yang Po-Hsuan (Taiwan) di 16 besar, mereka takluk 11-21, 13-21 dalam waktu 26 menit."
Ganda Putri RI Selangkah Lagi Genggam Medali Kejuaraan Dunia,https://sport.detik.com/raket/d-8627567/ganda-putri-ri-selangkah-lagi-genggam-medali-kejuaraan-dunia,"Kamis, 20 Agu 2026 19:35 WIB","Dua pasang ganda putri Indonesia tampil apik diKejuaraan Dunia Bulutangkis 2026. Mereka selangkah lagi menggenggam medali dalam debut di major event.

Dari tiga wakil ganda putri di Kejuaraan Dunia BWF 2026, dua wakil sudah dipastikan melangkah ke perempat final. Mereka ialahRachel Allessya Rose/Febi SetianingrumdanFebriana Dwipuji Kusuma/Meilysa Trias Puspitasari.

Rachel/Febi lolos ke delapan besar setelah menang WO atas wakil Jepang Yuki Fukushima/Mayu Matsumoto pada laga Kamis (20/8/2026). Unggulan kedua itu memutuskanretireddi gim kedua saat kedudukan 21-9, 6-11.

Rachel tak menyangka bakal menang dengan cara seperti ini. Terlebih, ia juga tak tahu alasan di balik keputusan lawannya untuk mundur.

""Bukan cara menang yang kami inginkan, tapi kami juga sejujurnya tidak tahu apa yang terjadi. Tiba-tiba tadi mereka menyatakan mundur, tapi bila ada yang cedera, kami berharap tidak terlalu serius dan doa yang terbaik untuk Yuki/Mayu,"" kata Rachel dalam keterangan PBSI.

Berbeda dengan Rachel/Febi, Ana/Trias sukses menaklukkan unggulan kelima, Pearly Tan/Thinaah Muralitharan. Lewat duel tiga gim, mereka menang atas pasangan Malaysia itu dengan skor 20-22, 21-18, 21-12.

""Alhamdulillah, hari ini berjalan dengan baik. Apa yang sudah direncanakan bisa terlaksana,"" ucap Trias.

""Mereka memang rasanya belum kembali ke performa terbaik, tapi kualitas mereka yang Top 10 tidak bisa diragukan lagi. Tadi adalah laga yang tidak mudah bagi kami,"" tuturnya.

Setelah ini, dua pasang ganda putri Indonesia akan melanjutkan kiprahnya di babak perempat final. Rachel/Febi melawan Li Yi Jing/Luo Xu Min dari China, sedangkan Ana/Trias melawan wakil Korea Selatan, Baek Ha-na/Lee So-hee.

""Kami harus tetap fokus, menyiapkan lagi besok seperti apa, lawan bagaimana. Tapi tidak perlu berpikir itu perempat final, satu kemenangan lagi bisa mengamankan medali,"" kata Ana."
"Bakal Debut di UFC, Bilal Hasan Dapat Lawan 'Setara'",https://sport.detik.com/sport-lain/d-8627495/bakal-debut-di-ufc-bilal-hasan-dapat-lawan-setara,"Kamis, 20 Agu 2026 18:50 WIB","Bilal Hasanresmi mendapat kontrak duel diUFC. Lawan fighter asal Indonesia itu sudah diumumkan dan rekornya cukup seimbang.

Menilik situs resmi UFC, Bilal Hasan akan melawan Nilson Rojas. Keduanya akan berduel di Shanghai Oriental Sport Center, Shanghai, Minggu (29/8).

Rojas adalah figher asal Peru. Ia juga punya catatan 9 kemenangan (7 T/KO) tanpa terkalahkan, sama seperti Bilal.

Bilal vs Rojas akan tersaji di kelas terbang (flyweight). Keduanya masuk dalam duel main card di UFC Shanghai pekan depan, dengan tajuk utamanya pertarungan Umar Nurmagomedov vs Song Yadong di kelas bantam.

Bilal Hasanmendapat tiket keUFCusai mengalahkan Mridul Saikia dalam ajang Dana White's Contender Series (DWCS) di Meta Apex, 12 Agustus lalu.

Dalam duel tersebut, Bilal menang TKO di ronde pertama. Fighter Indonesia itu cuma butuh 45 detik untuk merobohkan lawannya.

Bilal menjadi orang Indonesia kedua yang tampil di UFC. Sebelumnya ada Jeka Saragih, yang mendapat kontrak lewat jalur Road to UFC tahun 2022.

Jeka sudah tampil tiga kali diUFC. Petarung asal Medan itu menang pada debutnya melawan Lucas Alexander, namun kalah saat melawan Westin Wilson dan Yoo Joo-sang."
"Grand Final IPL Season 2 Digelar di Mall, Ada Desta Vs Bedu Adu Pingpong!",https://sport.detik.com/sport-lain/d-8627433/grand-final-ipl-season-2-digelar-di-mall-ada-desta-vs-bedu-adu-pingpong,"Kamis, 20 Agu 2026 18:10 WIB","Grand Final Indonesia Pingpong League (IPL) Season 2 bukan cuma menyajikan persaingan klub-klub tenis meja. Ada pula duel ekshibisi Desta Mahendra vs Bedu yang akan meramaikan babak puncak kompetisi tersebut. Grand Final IPL Season 2 akan digelar pada 26-30 Agustus 2026 di Trans Studio Mall (TSM) Cibubur.

Desta dan Bedu akan bertanding dalam partai ekshibisi. Bedu menyebut duel tersebut menjadi bagian dari upaya memasyarakatkan kembali olahraga tenis meja.

""Saya akan melawan Desta. Kami ingin membantu memasyarakatkan kembali olahraga pingpong ini. Olahraga pingpong sangat bagus karena bisa dimainkan semua kalangan tak peduli usia. Dari anak-anak sampai orang tua juga bisa karena melatih motorik, olahraga yang menyehatkan,"" kata Bedu.

Di luar duel Desta vs Bedu, Grand Final IPL Season 2 juga menjadi bagian penting dalam persiapan tenis meja Indonesia menuju Asian Games 2026.

Sekretaris Jenderal IPL Yon Mardiyono mengatakan pemilihan pusat perbelanjaan sebagai lokasi pertandingan memang disengaja. IPL ingin membawa olahraga tenis meja lebih dekat dengan masyarakat.

""Kami adakan di tengah-tengah mall dengan tujuan memasyarakatkan olahraga tenis meja. Diharapkan bisa menarik perhatian pengunjung pusat perbelanjaan sehingga bisa mulai mencintai tenis meja,"" ujar Yon dalam jumpa pers di Trans Studio Mall Cibubur, Kamis (20/8/2026).

Grand Final IPL Season 2 akan mempertemukan delapan klub terbaik dari total 153 tim peserta. Pesertanya terdiri dari empat klub putra dan empat klub putri yang berasal dari ONIC Sport Jakarta, PTM Arwana Jaya, PTM Sukun Kudus, Zakhwan Sport, dan Jasa Raharja Putera.

Babak puncak ini sedianya digelar pada akhir 2025. Pelaksanaannya ditunda karena para atlet harus mengikuti SEA Games dan sejumlah kejuaraan internasional.

""Grand Final ini seharusnya dilakukan akhir tahun 2025 tapi tertunda karena ada SEA Games dan beberapa kejuaraan internasional yang diikuti para atlet. Jadi kita undur dan pilih di Agustus ini karena bertepatan dengan HUT RI ke-81 dan bisa jadi persiapan atlet menuju Asian Games 2026,"" Yon mengungkapkan.

Menariknya, seluruh atlet yang akan dikirim Indonesia ke Asian Games 2026 juga turun memperkuat klub-klub tersebut. Total ada 10 atlet inti, terdiri dari lima putra dan lima putri, serta dua atlet cadangan.

Dengan demikian, Grand Final IPL Season 2 tidak hanya menjadi perebutan gelar klub, tetapi juga kesempatan menguji kekuatan para atlet yang diproyeksikan tampil di Asian Games 2026. Atlet ONIC Sport Jakarta, Muhammad Naufal Junindra Irawan, menyebut persiapan menghadapi Grand Final dilakukan secara maksimal.

""Persiapan kami sangat keras jelang Grand Final. Lawan-lawan yang dihadapi bukan sembarangan jadi persiapan harus maksimal,"" kata Naufal."
Tenis Meja Targetkan Tembus 8 Besar di Asian Games 2026,https://sport.detik.com/sport-lain/d-8627387/tenis-meja-targetkan-tembus-8-besar-di-asian-games-2026,"Kamis, 20 Agu 2026 17:30 WIB","Tenis meja Indonesia memasang target realistis di Asian Games 2026. Tim Merah Putih membidik babak delapan besar di Aichi-Nagoya, Jepang.

Asian Games 2026 akan digelar pada 19 September hingga 4 Oktober mendatang. Tenis meja menjadi salah satu dari 35 cabang olahraga yang diikuti Indonesia.

Saat ini, Indonesia Pingpong League (IPL) telah menyiapkan 10 atlet yang terdiri dari lima putra dan lima putri, serta dua atlet sebagai cadangan. Sekretaris Jenderal IPL Yon Mardiyono menyebut lolos ke delapan besar sudah menjadi pencapaian yang berarti bagi tenis meja Indonesia.

""Jadi target realistis dengan masuk delapan besar itu sudah cukup menjadi sejarah tenis meja,"" kata Yon dalam jumpa pers Grand Final IPL Season 2 di Trans Studio, Cibubur, Kamis (20/8/2026).

Menuju Asian Games, IPL memanfaatkan Grand Final IPL Season 2 sebagai ajangtry inbagi atlet-atlet Pelatnas. Setelah itu, mereka akan tampil di World Tour di Filipina sebelum menghadapi Asian Games.

Yon menilai persiapan menuju ajang besar harus dilakukan melalui proses yang berkelanjutan. Kompetisi di liga menjadi salah satu sarana untuk menjaga atlet tetap berlatih dan bertanding. Menurut Yon, kompetisi juga menjadi ruang untuk melihat dan memilih atlet terbaik yang nantinya mewakili Indonesia.

""Jadi prestasi itu adalah sebuah proses. Kita tahu tahun depan akan ada SEA Games dan persiapannya tidak bisa satu-dua bulan. Jadi kami siapkan dari liga-liga pingpong ini supaya mereka berlatih dan bersiap terus, sehingga mereka tahu arahnya kemana,"" tuturnya.

""Dan sebagai pengurus kami menyiapkan ruang itu, atletnya pun harus diberitahu agar mereka tahu goalnya. Nah, dari Grand Final IPL Season 2 ini, atmosfer (kompetitif) ini yang ingin kami buat. Tinggal tugas kami cari best of the best untuk mewakili negara ini,"" tambah Yon.

Tenis meja Indonesia terakhir kali tampil di Asian Games pada 2018. Saat itu, hasil terbaik atlet Indonesia di nomor perorangan hanya sampai babak 32 besar. Ficky Supit Santoso mencapai babak tersebut di tunggal putra. Sementara di tunggal putri, Rina Sintya dan Kharisma Nur Hawwa juga terhenti di babak 32 besar.

Untuk nomor beregu, baik putra maupun putri belum mampu melaju ke babak knockout. Adapun medali terakhir tenis meja Indonesia di Asian Games diraih pada 1978 di Bangkok. Saat itu, Empie Wuisan/Sinyo Supit meraih medali perak ganda putra setelah kalah dari wakil China.

Dengan catatan tersebut, target menembus delapan besar di Asian Games 2026 menjadi sasaran yang ingin diwujudkan tenis meja Indonesia.

""Mudah-mudahan ya, kita juga enggak tahu kalau mixed double, double, bisa tembus semifinal itu juga sangat luar biasa. Makanya, kalau menembus perempatfinal menjadi hal yang perlu diapresiasi,"" kata Yon."
Hasil Kejuaraan Dunia Bulutangkis 2026: Ana/Trias Singkirkan Malaysia,https://sport.detik.com/raket/d-8627287/hasil-kejuaraan-dunia-bulutangkis-2026-ana-trias-singkirkan-malaysia,"Kamis, 20 Agu 2026 16:25 WIB","Febriana Dwipuji Kusuma/Meilysa Trias Puspitasarimelangkah ke perempat finalKejuaraan Dunia Bulutangkis 2026usai menekukPearly Tan/Thinaah Muralitharan(Malaysia) di babak 16 besar dalam duel tiga gim dengan skor 20-22, 21-18, 21-12.

Berlaga di Indira Gandhi Indoor Stadium, New Delhi, Kamis (20/8), Ana/Trias menunjukkan kegigihan di gim pertama, namun gagal mengunci kemenangan di momen krusial. Sempat tertinggal 8-11 saat interval set pertama, mereka menyamakan skor 13-13 usai jeda.

Tan/Thinaah lalu kembali memimpin 15-13, namun segera disamakan Ana/Trias 15-15. Begitu pula saat ganda negeri jiran itu unggul 20-18, Ana/Trias mampu memaksakan deuce lewat skor 20-20. Namun pada akhirnya Tan/Thinaah merebut kemenangan 22-20.

Pada gim kedua, momentum berbalik menjadi milik Ana/Trias. Setelah bersaing sengit hingga 10-10, ganda Indonesia lalu berhasil menjauh hingga 17-11. Meski Tan/Thinaah sempat menipiskan jarak hingga 17-18, namun Ana/Trias sukses mengunci kemenangan 21-18 untuk memaksakan rubber game.

Pada gim penentuan, Ana/Trias lebih dominan. Mereka unggul 11-5 saat interval dan terus memimpin usai rehat. Tan/Thinaah hanya mampu mengejar sampai 12-16 sebelum Ana/Trias merebut lima poin beruntun untuk menang 21-12, menyudahi laga dalam waktu 1 jam 14 menit.

Selanjutnya Ana/Trias akan menghadapi pemenang laga Rui Hirokami/Sayaka Hobara (Jepang) melawan Baek Ha-na/Lee So-hee (Korea Selatan).

Sebelumnya,Rachel Allessya Rose/Febi Setianingrumjuga melangkah ke perempat final usai lawan mereka, yakni Yuki Fukushima/Mayu Matsumoto (Jepang) harus mundur karena Fukushima cedera. Saat laga disetop, Rachel/Febi menang 21-9 di gim pertama, namun sedang tertinggal 6-11 di gim kedua.

Selanjutnya, Rachel/Febi akan berjumpa dengan unggulan kedelapan asal China, Li Yijing/Luo Xumin.

Sementara itu di ganda campuran,Amri Syahnawi/Nita ViolinaMarwahjugamelangkah ke delapan besar usai mendepak wakil Taiwan, Ye Hong Wei/Nicole Gonzales Chan dengan skor 21-5, 21-18 . Mereka akan bertemu Yang Po-Hsuan/Hu Ling-fang yang juga berasal dari Taiwan di laga berikutnya."
Fermin Aldeguer Bersiap Comeback di MotoGP Aragon!,https://sport.detik.com/moto-gp/d-8627233/fermin-aldeguer-bersiap-comeback-di-motogp-aragon,"Kamis, 20 Agu 2026 15:51 WIB","RiderGresini Racing,Fermin Aldeguer, bersiap comeback diMotoGP Aragon 2026. Dia terus berupaya pulih dari cedera tulang belakang.

Cedera tulang belakang dan leher didapat oleh Aldeguer pada Juni 2026. Dia terjatuh keras pada sesi latihan MotoGP Belanda di Sirkuit Assen.

Karena cedera itu, Aldeguer pun absen dalam tiga balapan. Selain MotoGP Belanda, rider berusia 21 tahun itu juga tak bisa balapan di MotoGP Jerman dan MotoGP Inggris.

Gresini Racing juga memilih rider pengganti, yakni Iker Lecuona, yang sementara menggantikan Aldeguer.

Jeda panjang MotoGP 2026 dimanfaatkanAldegueruntuk memulihkan diri. Menjelang MotoGP Aragon pada 31 Agustus 2026, Aldeguer mengunggah kabar bagus di akun Instagram pribadinya.

""Hampir kembali,"" kata Aldeguer sembari mengunggah foto dirinya mengenakan baju balap di depan motor Ducati dan aksi melibas trek balap untuk latihan di sirkuit privat.

[Gambas:Instagram]

Di MotoGP 2026, Aldeguer sudah balapan sebanyak delapan kali. Pebalap yang didukung oleh Bold Rider itu meraih pencapaian terbaik saat finis kedua di MotoGP Catalunya.

Saat ini,Aldeguerada di posisi ke-11 klasemen MotoGP 2026. Dia mengumpulkan sebanyak 76 poin."
Perbasi Panggil 8 Pemain Basket 3x3 untuk Seleksi Asian Games 2026,https://sport.detik.com/basket/d-8627075/perbasi-panggil-8-pemain-basket-3x3-untuk-seleksi-asian-games-2026,"Kamis, 20 Agu 2026 14:50 WIB","PP Perbasi memanggil delapan pemain basket 3x3 putra untuk dipersiapkan menuju Asian Games 2026. Kedelapan pemain tersebut sebelumnya juga masuk dalam tim yang dipersiapkan menghadapi FIBA 3x3 Challenger di Batam.

Pemanggilan itu tertuang dalam surat PP Perbasi bernomor 545/DPP/VIII/2026 tertanggal 19 Agustus 2026. Delapan pemain yang dipanggil adalah Erick Ibrahim Junior dari Dewa United, Mohammed Aymane Garudi Arip dan Justin Jaya Wiyanto dari Tangerang Hawks, Halmaheranno Aprianto Lolaru Hady dan Richard Cornellius dari Hangtuah Jakarta, Daffa Dhoifullah dari Pacific Caesar Surabaya, Almando Davin Nepa Bait dari Borneo Hornbills, serta Aven Ryan Pratama dari Kesatria Bengawan Solo.

Mereka bukan nama baru dalam persiapan Timnas Basket 3x3 Putra Indonesia. Sebelumnya, terdapat 11 pemain yang dipersiapkan untuk menghadapi FIBA 3x3 Challenger di Batam pada akhir Juli. Saat itu, para pemain dibagi ke dalam dua tim, yakni Waisai dan Balige.

Dari daftar tersebut, kini hanya delapan pemain yang kembali dipanggil. Empat pemain lainnya, yakni Aaron Nathanael, Hosea Kenneth, I Made Duta, dan Hakim Malano, telah dikembalikan ke klub masing-masing.

Manajer Timnas Basket 3x3 Putra Bastian Arief mengatakan delapan pemain tersebut masih harus bersaing untuk memperebutkan tempat di komposisi utama Asian Games 2026. Mereka masih berstatus pemain seleksi di bawah asuhan Nico Donnda Fitzgerald dan Bastian Arief sebagai manajer tim.

""Regulasi Asian Games 2026 yang mewajibkan pemain U23 untuk 3x3 menjadi tantangan tersendiri dalam membentuk tim. Kami memaksimalkan waktu dan pemain terpilih untuk membentuk tim terbaik,"" kata Bastian dalam keterangan tertulisnya, Kamis (20/8/2026).

Dari delapan pemain tersebut nantinya hanya empat yang akan dibawa ke Jepang untuk tampil di Asian Games 2026. Karena itu, periode persiapan menjadi kesempatan penting bagi para pemain untuk menunjukkan perkembangan dan merebut tempat di tim utama.

""Kami akan menempa pemain untuk lihat progres pemain selama latihan dengan ikuti dua Challenger terdekat sebelum ke Asian Games 2026,"" ujar Bastian.

Dua turnamen yang akan diikuti Timnas Basket 3x3 Putra Indonesia adalah FIBA 3x3 Kaohsiung Challengers 2026 pada 5-6 September 2026 dan FIBA 3x3 Aichi Challengers 2026 pada 10-11 Oktober 2026.

""Mohon doa dan dukungan masyarakat Indonesia agar Timnas Kita bisa menjalani persiapan dengan lancar dan pada Asian Games nanti memberikan permainan terbaik untuk kebanggaan Indonesia,"" ucap Bastian."
"AVC Continental: Ditunggu Lawan-lawan Berat, Ini Target Timnas Voli Putri RI!",https://sport.detik.com/sport-lain/d-8626901/avc-continental-ditunggu-lawan-lawan-berat-ini-target-timnas-voli-putri-ri,"Kamis, 20 Agu 2026 13:30 WIB","Timnas voli putri Indonesia menghadapi tantangan berat di AVC Women's Volleyball Continental Championship 2026. Indonesia tergabung di Pool B bersama Thailand, Kazakhstan, dan Australia, tetapi tetap memasang target menembus enam besar.

AVC Women's Volleyball Continental Championship 2026 akan berlangsung di Tianjin, China, 21-30 Agustus 2026. Turnamen ini diikuti 12 tim yang terbagi ke dalam tiga pool.

Indonesia berada satu grup dengan Thailand, Kazakhstan, dan Australia. Thailand datang sebagai juara bertahan, sementara Kazakhstan juga memiliki rekam jejak kuat di level Asia.

Meski persaingan tidak mudah, Ketua Umum Pengurus Pusat Persatuan Bola Voli Seluruh Indonesia (PP PBVSI) Imam Sudjarwo menilai target enam besar masih realistis.

""Target kita masuk enam besar. Lawan kuat, mudah-mudahan target bisa dicapai dan bisa lebih bagus lagi,"" ujar Imam dalam keterangan tertulisnya, dikutip Kamis (20/8/2026).

Indonesia harus menghadapi tiga lawan di Pool B. Laga pertama bahkan langsung mempertemukan Garuda Pertiwi dengan Kazakhstan pada 22 Agustus, sebelum menghadapi Thailand pada 24 Agustus dan Australia pada 26 Agustus.

Thailand menjadi salah satu ujian terberat. Mereka berstatus juara bertahan AVC Women's Volleyball Continental Championship dan baru saja menyapu bersih dua seri SEA V Cup 2026.

Namun, Imam meminta target enam besar tidak justru menjadi beban bagi para pemain. Menurutnya, aspek mental harus berjalan beriringan dengan kemampuan teknik dan kondisi fisik. Pemain, pelatih, dan ofisial juga diminta memiliki visi yang sama agar target yang dipasang dapat dikejar secara maksimal.

Selain mengejar prestasi, AVC Continental 2026 penting bagi Indonesia karena tiga tim teratas akan mendapatkan tiket ke FIVB Women's World Championship 2027. Sistem tersebut berlaku untuk tiga besar dari masing-masing kejuaraan kontinental.

Imam juga mengingatkan agar enam besar tidak dipandang sebagai batas akhir. Ia berkaca pada keberhasilan timnas voli putra Indonesia di AVC Cup 2026. Target awal yang diberikan saat itu hanya mencapai semifinal, tetapi performa tim kemudian membawa Indonesia melampaui sasaran tersebut hingga menjadi juara.

""Keberhasilan tersebut menunjukkan bahwa target dapat dilewati apabila seluruh anggota tim mampu menjaga kebugaran, kekuatan mental, kekompakan, dan rasa kebersamaan,"" ujarnya.

Karena itu, timnas voli putri Indonesia diharapkan tidak sekadar mengejar posisi enam besar, tetapi mampu melangkah sejauh mungkin setelah fase pool.

Dengan lawan-lawan tangguh di Pool B, pertandingan sejak awal akan menjadi ujian penting bagi skuad Indonesia. Jika mampu melewati fase tersebut dengan hasil positif, peluang untuk mengejar target yang lebih tinggi pun terbuka."
Misi Toprak: Finis 10 Besar di Sisa MotoGP 2026,https://sport.detik.com/moto-gp/d-8626502/misi-toprak-finis-10-besar-di-sisa-motogp-2026,"Kamis, 20 Agu 2026 08:45 WIB","Toprak Razgatlioglu memasang target menembus 10 besar pada sisa balapan musim MotoGP 2026. Sejauh ini, rookie sekaligus juara dunia WorldSBK itu belum mampu finis di rentang posisi tersebut.

Sebenarnya Toprak sudah mendekati target itu. Hasil terbaiknya sejauh ini adalah finis ke-11 di MotoGP Hungaria, serta posisi ke-11 pada Sprint Race MotoGP Ceko di Brno. Tapi dalam tiga seri terakhir, rider Yamaha tersebut belum mampu finis lebih tinggi dari posisi ke-14.

""Saya masih menargetkan finis di 10 besar tahun ini,"" kata Toprak seperti dilansirCrash.net.

Toprak menyadari target tersebut tidak mudah diwujudkan. Namun, ia bertekad memanfaatkan 10 balapan tersisa untuk terus meningkatkan performanya.

""Dalam 10 balapan terakhir, saya akan mencoba berkembang lebih jauh, dan mungkin kita bisa melihat beberapa finis 10 besar. Kalau kami bisa melakukannya, itu akan membuat saya senang,"" ujarnya.

""Tapi itu tidak mudah. Saya mencoba mendapatkan hasil terbaik.""

Performa Toprak juga tidak bisa dilepaskan dari kondisi Yamaha YZR-M1 dengan mesin V4 yang masih dalam tahap pengembangan.

Sejauh musim ini, Fabio Quartararo menjadi rider Yamaha dengan hasil finis terbaik, yakni posisi kelima. Alex Rins memiliki hasil terbaik di posisi kesembilan, sedangkan Jack Miller yang menjadi rekan setim Toprak di Pramac Yamaha pernah finis kedelapan.

Toprak sendiri kini masih mengejar kemenangan pertamanya di MotoGP. Setelah sukses menjadi juara dunia WorldSBK, musim 2026 menjadi tantangan baru bagi rider Turki tersebut di kelas utama.

Dengan 10 balapan tersisa, Toprak tidak memasang target muluk. Menembus 10 besar saja sudah cukup untuk membuatnya puas di musim debutnya."
