judul,link,waktu,isi_berita
"Ide Date Seru Ala Sportainment, Cek Harga Tiket Couple SKORZ FX Sudirman!",https://sport.detik.com/sportstyle/d-8625985/ide-date-seru-ala-sportainment-cek-harga-tiket-couple-skorz-fx-sudirman,"Kamis, 20 Agu 2026 07:15 WIB","Cek harga tiket couple SKORZ FX Sudirman untuk weekdays dan weekend, plus ide date seru main 15 wahana sportainment berdua di Jakarta Pusat, Sudirman.

Cari ide date malam mingguan yang beda dari nonton bioskop atau makan malam biasa? Coba ajak pasangan main bareng di SKORZ FX Sudirman, arena sportainment dengan tiket couple yang bikin kalian bisa main 15 wahana sekaligus tanpa antre beli tiket terpisah.

SKORZ menyediakan opsi Couple Ticket yang mencakup dua e-tiket sekaligus. Untuk kunjungan weekdays,harga couple ticket Rp273.600, sementara untukweekend Rp309.600.Harga tersebut belum termasuk biaya platform dan biaya lain saat checkout.

Dengan satu tiket, kalian berdua sudah bisa mencoba basketball, futsal, pickle ball, mini golf, laser tag, wall climbing, sampai billiards di area seluas lebih dari 2.000 meter persegi.

SKORZberlokasi diFX Sudirman level 3, Jalan Jenderal Sudirman, Senayan, Jakarta Pusat, dan bukasetiap harimulai pukul10.00sampai22.00 WIB. Lokasinya strategis dan gampang dijangkau dari area perkantoran Sudirman, cocok buat date sepulang kerja atau agenda akhir pekan.

Permainan yang variatif bikin obrolan nggak monoton. Main laser tag bareng, adu skor mini golf, atau lanjut karaoke room setelah capek olahraga, semua bisa dalam satu kunjungan tanpa harus pindah tempat.

Ada juga fasilitas ruang ganti baju, toilet, charging spot, dan cafe buat istirahat sejenak sebelum lanjut ke wahana berikutnya. Buat pasangan yang gampang bosan sama rutinitas date yang itu-itu saja, variasi 15 arena ini jadi jawaban biar setiap kunjungan terasa beda.

Sebelum booking, siapkan sepatu olahraga yang nyaman dan pastikan jadwal kalian cocok dengan slot yang tersedia didetikevent."
Sabar/Reza Bidik Medali di Kejuaraan Dunia 2026,https://sport.detik.com/raket/d-8626370/sabar-reza-bidik-medali-di-kejuaraan-dunia-2026,"Kamis, 20 Agu 2026 05:15 WIB","Sabar Karyaman Gutama/Moh. Reza Pahlevi Isfahanimembidik medali diKejuaraan Dunia 2026. Namun, mereka sadar tak ada lawan yang gampang di ajang ini.

Pernyataan itu disampaikan mereka setelah melewati ujian pertama Kejuaraan Dunia pada Rabu (19/8/2026). Mereka menaklukkan ganda putra Hong Kong Hung Kuei Chun/Lui Chun Wai dalam pertandingan ketat tiga gim 22-20, 14-21, 21-15.

Reza bersyukur akhirnya bisa memenangkan pertandingan babak 32 besar, meski di awal gim sempat mencari-cari pola permainan yang pas dengan lawan.

""Tadi dari saya banyak belum dapattouchnya, banyak mati sendiri karena masih agak mencari-cari ritme dan strategi yang pas dengan pola permainan mereka,"" kata Reza dalam keterangannya melalui federasi.

""Ini pertemuan pertama dan mereka langsung selalu menekan kami jadi agak kesusahan,"" lanjutnya.

Sabar juga merasakan hal sama. Menurutnya, ia dan Reza masih membutuhkan lebih banyak adaptasi karena baru pertandingan pertama. Tapi ia bersyukur akhirnya berhasil.

""Tekanan bermain di Kejuaraan Dunia kali ini nggak ada ya, tadi mungkin lebih belum adaptasi banyak saja, ini pertandingan pertama juga jadi belum menemukan sentuhan terbaik. Tadi kami terus berusaha dari gim pertama, kedua sampai ketiga. Alhamdulillah membawa hasil yang baik,"" ujar Sabar.

Kemenangan ini tentu menjadi bekal positif bagi Sabar/Reza dalam menatap babak berikutnya. Tapi mereka tak mau lengah dan tetap mempersiapkan diri sebaik mungkin.

Di 16 besar, mereka akan melawan Lee Jhe-Huei/Yang Po-Hsuan dari Taiwan.

""Harapannya ingin dapat medali tapi kami sadar lawan di sini enggak gampang juga. Besok kami harus lawan Lee/Yang dari Taipei, pernah menang-kalah juga jadi banyak yang perlu disiapkan untuk besok dan seterusnya,"" kata Reza."
Men's World Tennis Championship: Anthony Susanto Tembus Semifinal,https://sport.detik.com/raket/d-8626380/mens-world-tennis-championship-anthony-susanto-tembus-semifinal,"Kamis, 20 Agu 2026 02:25 WIB","Anthony Susantomemperbesar peluangnya meraih gelar diUTR PTT Men's World Tennis Championship 2026. Dia baru saja merebut tiket ke semifinal.

Pada pertandingan ketiga Grup A di Bali Beach Country Club, Nusa Dua, Bali, Rabu, Rabu (19/8/2026), Anthony menghadapi petenis Australia Jack Dembo.

Anthony sempat kesulitan meladeni permainan Dembo di awal pertandingan. Tapi, dia mampu bangkit dan menyamakan kedudukan 3-3 sebelum berbalik unggul dan menutup set pertama dengan skor 6-3.

Memasuki set kedua, permainan Anthony semakin dominan. Reli-reli panjang bikin Dembo kesulitan menjaga stamina hingga akhirnya menyerah 2-6.

Kemenangan itu membuat Anthony menjadi satu-satunya petenis di Grup A yang menyapu bersih tiga laga dengan kemenangan. Anthony tinggal menghadapi Aarjun Pandit untuk mengunci status juara Grup A.

Kekalahan Pandit dari Gautam S. Venkatraman-lah yang bikin Anthony bisa lolos lebih cepat ke semifinal.

Sementara itu, pada pertandingan Grup D, petenis Indonesia Renaldi Aquila Salim juga membuka peluang finis runner-up grup setelah menghentikan perlawanan Ethan David Zapp.

Ethan tampil menggantikan Nathan Barki yang mundur akibat cedera pergelangan tangan. Ia tampil solid pada set pertama dan mampu memaksa Renaldi bermain hingga tiebreak sebelum menang 7-6(5).

Renaldi kemudian bangkit pada set kedua dengan permainan yang lebih sabar untuk meredam agresivitas lawannya. Ia menang 6-3 dan memaksakan pertandingan berlanjut ke set penentuan.

Pada set ketiga, Ethan sempat mendapatkan perawatan medis karena mengalami gangguan pada bagian pinggang. Dia mundur dalam posisi tertinggal 1-5 sehingga Renaldi dinyatakan sebagai pemenang.

""Sempat terkejut dengan permainan Ethan David Zapp yang begitu meningkat drastis dibanding dulunya, sehingga membuat saya takluk di set pertama. Namun dengan upaya keras maupun strategi permainan yang tepat akhirnya saya berhasil keluar dari tekanan lawan dan akhirnya memenangi laga yang krusial ini,"" ujar Renaldi.

Di Grup B, petenis Amerika Serikat Alexander Chang melanjutkan tren positif setelah meraih kemenangan ketiganya pada babak penyisihan grup.

Menghadapi Arjun Mehrotra, Chang sempat mengalami kesulitan pada awal pertandingan. Namun, mengandalkan servis keras dan permainan voli, ia akhirnya menang dua set langsung 6-4, 6-3.

Hasil tersebut membuat Chang untuk sementara memuncaki Grup B dengan tiga kemenangan dan tinggal menyisakan satu pertandingan melawan petenis Jerman Igor Kolaric."
Alwi Farhan: Tidak Ada yang Mudah di Kejuaraan Dunia,https://sport.detik.com/raket/d-8626369/alwi-farhan-tidak-ada-yang-mudah-di-kejuaraan-dunia,"Kamis, 20 Agu 2026 02:05 WIB","Alwi Farhanmenegaskan tidak ada pertandingan yang mudah diKejuaraan Dunia 2026. Sekalipun melawan pemain non unggulan.

Hal itu disampaikan Alwi usai mengalahkan pebulutangkis Finlandia Joakin Oldorff dua gim langsung 21-12, 21-9

pada Rabu (19/8/2026). Kendati di atas kertas, Alwi jauh lebih diunggulkan, tapi dia tetap berhati-hati saat menghadapi Oldorff.

Sebelumnya, Alwi yang menempati seeded ke-11 juga menang atas atlet Korea Selatan Yoo Tae Bin, pebulutangkis dengan ranking jauh di bawahnya, 49 dunia, di babak 64.

""Saya tidak menganggap dua pertandingan ini sebagai pemanasan, bagi saya setiap pertandingan adalah ujian dan bagaimana saya meresponnya,"" ujar Alwi dalam keterangannya melalui federasi.

""Tidak ada yang gampang main di Kejuaraan Dunia apalagi semua orang ingin mencapai hasil yang terbaik. Saya pun melakukan yang terbaik lalu saya serahkan hasilnya kepada Tuhan.""

Tak hanya itu, juara Indonesia Masters 2026 ini juga memetik pelajaran saat melawan wakil dari Eropa.

""Tadi memang melawan pemain dari Eropa, polanya sedikit berbeda daripada pemain Asia yang seperti biasa. Cukup tricky tapi saya sudah mempersiapkan karena kemarin ada waktu istirahat sehari juga jadi badannya bisa recovery dengan baik,"" katanya.

Dengan kemenangan ini, Alwi menjaga asa untuk lanjut ke perempatfinal. Ia masih menunggu lawan antara wakil India atau Sri Lanka di babak 16 besar Kejuaraan Dunia, Kamis (20/8).

""Alhamdulillah bisa mengatasi semuanya dan bersiap maksimal untuk besok yang akan lebih ketat,"" ungkap Alwi."
Hasil Kejuaraan Dunia 2026: Putri KW Maju ke Babak Ketiga,https://sport.detik.com/raket/d-8626365/hasil-kejuaraan-dunia-2026-putri-kw-maju-ke-babak-ketiga,"Kamis, 20 Agu 2026 00:33 WIB","Putri Kusuma Wardanimaju ke babak ketigaKejuaraan Dunia Bulutangkis 2026. Unggulan keenam turnamen itu mengatasi atlet Republik Ceko Petra Maixnerova.

Putri KW menghadapi Petra Maixnerova pada babak kedua di Indra Gandhi Indoor Stadium, Rabu (19/8/2026) malam WIB. Kemenangan telak 21-9 dan 21-12 diraih dalam waktu 30 menit.

Gim pertama berjalan ringan untuk Putri, meski tertinggal di poin-poin pembuka. Ia melesat dan meraih 10 poin beruntun untuk unggul 12-4.

Tak tersentuh lagi, Putri tanpa kesulitan mengunci gim ini. Ia menutupnya dengan telak 21-9.

Putri juga tak melalui kesulitan berarti di gim kedua, meski jaraknya terbangun pelan-pelan. Ia memastikan kemenangan meyakinkan 21-12 dan mengunci jalan ke babak ketiga.

Selanjutnya di babak tersebut, pebulutangkis 24 tahun ini akan bertemu pemenang duel antara Line Christophersen vs Liang Ka Wing. Sebagai catatan, Putri adalah satu-satunya wakil Indonesia tersisa di tunggal putri."
Hasil Kejuaraan Dunia 2026: Raymond/Joaquin Terhenti,https://sport.detik.com/raket/d-8626346/hasil-kejuaraan-dunia-2026-raymond-joaquin-terhenti,"Rabu, 19 Agu 2026 23:30 WIB","Raymond Indra/Nikolaus Joaquingagal lanjut ke babak ketigaKejuaraan Dunia Bulutangkis 2026. Mereka kalah dua gim dari ganda Malaysia.

Raymond Indra/Nikolaus Joaquin bertemuJunaidi Arif/Yap Roy Kingpada babak kedua di Indra Gandhi Indoor Stadium, Rabu (19/8/2026) malam WIB. Ganda putra unggulan ke-12 itu kalah 16-21 dan 19-21 dari lawannya yang merupakan nonunggulan.

Gim pertama berjalan ketat setidaknya untuk separuh permainan. Raymond/Joaquin sempat unggul 10-8, tapi lawan berbalik unggul 13-10.

Duo Indonesia tersebut lantas merepons dengan enam poin beruntun yang membawa mereka memimpin 16-13. Tapi setelah itu mereka malah kehilangan kontrol permainan dan membiarkan Arif/Yap memetik delapan angka berturut-turut untuk mengunci gim 21-16.

Pasangan Malaysia membawa momentum ke gim kedua dan langsung membuka skor 4-0. Raymond/Joaquin praktis selalu dalam posisi tertekan dan hanya dua kali sempat menyamakan skor.

Setelah kedudukan 12-12, ganda Indonesia tak berhasil menyentuh perolehan poin lawannya lagi. Mereka pun harus merelakan diri kalah 19-21.

Ini berarti Indonesia menyisakan dua wakil di nomor ganda putra. Mereka adalah Sabar Karyaman Gutama/Muhammad Reza Pahlevi Isfahani dan Fajar Alfian/Muhammad Shohibul Fikri."
Indonesia Pro-Am: Dua Tim Puncaki Klasemen Putaran Pertama,https://sport.detik.com/sport-lain/d-8626332/indonesia-pro-am-dua-tim-puncaki-klasemen-putaran-pertama,"Rabu, 19 Agu 2026 23:05 WIB","Selesai sudah putaran pertama ajang golfThe Indonesia Pro-Am 2026. Dua tim bersaing sengit di puncak klasemen, siapa saja?

Putaran pertama turnamen yang bernama lengkap The Indonesia Pro-Am presented by Combiphar & Nomura itu digelar, Rabu (19/8) di Gunung Geulis Country Club. Ada 98 tim yang ikut (profesional dan amatir) untuk beradu skill di dua lapangan, West & East Course.

Pegolf profesional Jazz Janewattananond (Thailand) yang berpasangan dengan pemain amatir Indonesia Matthew Wanandi bersaing sengit dengan Waris Manthorn (Thailand) yang berduet dengan pegolf amatir Steven Dirga Setya. Mereka menduduki posisi teratas klasemen beregu (pro-am) dengan 13 di bawah par.

Dua tim tersebut mengungguli empat tim yaitu Ayoub Lguirati (Maroko)/Alvin Wahyudi, Nguyen Nhat Long (Vietnam)/Agus Budiman, Kelvin Si (Makau)/Gani Arieldi, dan Liu Yung Hua (Korea)/John Baey yang berada di posisi T3 dengan 11-di bawah par.

Ayoub Lguirati memimpin klasemen nomor individual. Pegolf berusia 32 tahun itu bahkan mencetak course record untuk satu putaran pergelaran Asian Development Tour (ADT) di East Course dengan skor 62 (9 di bawah par).

""Saya sangat senang dengan cara saya bermain, dan terutama dengan cara kami menangani course ini. Saya membukukan 9 birdie dan tanpa bogey. Ini adalah skor terbaik saya di pertandingan. Ini pun merupakan event pertama saya dengan kedi Mohsen. Ia melakukan pekerjaan yang luar biasa hari ini. Jadi, saya sangat senang,"" kata Lguirati dalam keterangan kepadadetikSport.

Dua wakil Amerika Serikat membuntuti Lguirati, yakni Tim Nielsen dengan skor 63 (8 di bawah par) dan Nathan Han dengan skor 64 (7 di bawah par).

Sementara itu, tujuh pegolf berada di T4 dengan skor 65 (6 di bawah par), salah satunya asal Indonesia Kevin Caesario Akbar.

Juara The Indonesia Pro-Am edisi 2023 tersebut membuka harapan untuk tuan rumah setelah berhasil menyodok ke Top 5. Titik balik Kevin terjadi di back nine (sembilan hole kedua) setelah membuat 3 birdie dan 1 eagle, melengkapi 1 birdie di front nine.

""Permainan hari ini alhamdulillah solid. Banyak sabar saja sih di West Course. Karena kalau salah sedikit kan bisa agak bahaya. Bisa meledak skornya. Jadi tadi sih lebih main sabar aja. Yang penting bisa on track terus bolanya, on the fairway, dan green,"" kata Kevin."
"Jelang Asian Games 2026, Pelatnas Taekwondo Jalani Tes Fisik",https://sport.detik.com/sport-lain/d-8626158/jelang-asian-games-2026-pelatnas-taekwondo-jalani-tes-fisik,"Rabu, 19 Agu 2026 20:23 WIB","Tes fisik tersebut menjadi bagian dari pemantauan kondisi atlet sebelum menghadapi berbagai agenda kompetisi, termasuk Asian Games 2026 yang menjadi salah satu sasaran utama.

Ketua Umum PBTI Letjen TNI Richard Tampubolon meninjau langsung pelaksanaan tes fisik di Stadion Atang Sutresna, Markas Kopassus, Cijantung, Jakarta Timur, Rabu (19/8/2026).

Dalam kunjungan tersebut, Richard didampingi Sekjen PBTI Rafael Siagian, Manajer Pelatnas Adhy, Pelatih Nasional Lia Karina Mansyur, Korsmin Kolonel Inf. Marlon, serta Kajas Kopassus Letkol Inf. Emrizal.

Tes dilakukan untuk memantau tingkat kebugaran dan kondisi fisik dasar atlet secara berkala. Pengukuran tersebut juga menjadi bagian dari evaluasi standar fisik yang dibutuhkan untuk menghadapi ajang multievent.

Sejumlah aspek yang diuji meliputi antropometri, keseimbangan, lari jarak pendek untuk mengukur kemampuan gerak cepat dan kelincahan, serta kelenturan otot kaki dan pinggul yang penting dalam menunjang teknik tendangan.

Pemantauan kondisi fisik menjadi bagian dari program persiapan Pelatnas Taekwondo Indonesia untuk meningkatkan kesiapan atlet menghadapi kompetisi.

Dengan Asian Games 2026 sebagai salah satu target utama, hasil tes fisik tersebut dapat menjadi bahan evaluasi untuk melihat perkembangan kondisi atlet sekaligus menentukan aspek yang masih perlu ditingkatkan sebelum bertanding. Asian Games ke-20 akan digelar di Aichi-Nagoya, Jepang, pada 19 September-4 Oktober 2026.(krs/aff)...Tautan telah disalin"
"Hasil Kejuaraan Dunia 2026: Ana/Trias Lolos, Faza/Aisyah Tersingkir",https://sport.detik.com/raket/d-8626101/hasil-kejuaraan-dunia-2026-ana-trias-lolos-faza-aisyah-tersingkir,"Rabu, 19 Agu 2026 19:42 WIB","Febriana Dwipuji Kusuma/Meilysa Trias Puspitamelaju ke babak ketigaKejuaraan Dunia Bulutangkis 2026. SementaraMarwan Faza/Aisyah Salsabila Putri Pranatadisingkirkan unggulan ketiga.

Febriana Dwipuji Kusuma/Meilysa Trias Puspita Sari menghadapi Yasemen Bektas/Sinem Yildiz (Turki) pada babak kedua Kejuaraan Dunia Bulutangkis 2026. Duel ini berlangsung di Indhira Gandhi Arena, New Delhi, Rabu (19/8/206).

Ana/Trias mengawali gim pertama dengan sangat baik. Unggulan ke-13 ini unggul 3-0.

Mereka sempat kehilangan dua poin tapi kemudian tak terbendung. Ana/Trias mengemar tujuh angka secara beruntun untuk unggul 11-2 saat interval gim pertama.

Selepas interval, Ana/Trias mendapatkan dua angka. Mereka memimpin 11 angka saat skor 13-2.

Bektas/Yildiz berusaha memberikan perlawan. Mereka bisa mendapatkan tiga angka setelahnya.

Namun jarak poin yang terlalu jauh bikin ganda putri Turki kesulitan untuk mengejar. Ana/Trias unggul 18-7. Mereka menutup gim pertama dengan 21-12.

Bektas/Yildiz memberikan perlawanan sengit di awal gim kedua. Kedudukan sama kuat 4-4.

Kejar mengejar angka kemudian terjadi 7-7. Ana/Trias mendapatkan momentum untuk menjauh.

Mereka mendulang empat angka untuk memimpin 11-7 saat interval. Ana/Trias bisa memperlebar jarak angka. Mereka memimpin 17-12. Ana/Trias memenangi laga usai menutup gim kedua dengan 21-14.

Ana/Trias melaju ke babak ketiga. Mereka bakal bersua unggulan kelima asal Malaysia Pearly Tan/Thiaah Muralitharan.

Wakil Indonesia lainnya, Marwan Faza/Aisyah Salsabila Putri Pranata punya nasib tak sebaik Ana/Trias. Faza/Aisyah tersingkir di babak kedua.

Ganda campuran Indonesia ini dikalahkan unggulan ketiga asal Denmark Mathias Christiansen/Alexandra BÃ¸je. Faza/Aisyah kalah usai melalui rubber game 21-19, 9-21, 10-21."
"Main di Kejuaraan Dunia, Fajar/Fikri Enggan Terbebani Target Tinggi",https://sport.detik.com/raket/d-8625966/main-di-kejuaraan-dunia-fajar-fikri-enggan-terbebani-target-tinggi,"Rabu, 19 Agu 2026 18:30 WIB","Fajar Alfian/Muhammad Shohibul Fikri tak ingin terbebani ekspektasi tinggi di Kejuaraan Dunia Bulutangkis 2026. Meski datang dengan modal dua gelar Super 1000 beruntun, mereka memilih fokus menjalani pertandingan satu demi satu.

Fajar/Fikri melaju ke babak 16 besar setelah mengalahkan pasangan Prancis Eloi Adam/Leo Rossi di New Delhi, India, Rabu (19/8/2026). Pasangan peringkat dua dunia itu menang dua gim langsung dengan skor 21-14, 21-13.

Fajar mengungkapkan dirinya dan Fikri sudah mempelajari karakter permainan lawan. Salah satunya berdasarkan pertemuan Adam/Rossi dengan Sabar Karyaman Gutama/Moh. Reza Pahlevi Isfahani di Thomas Cup.

""Kalau dari segi teknik mungkin sedikitnya kami sudah memahami karakter lawan. Mereka bertemu Sabar/Reza di Thomas Cup dan kami terus mempelajari itu,"" kata Fajar dalam keterangannya melalui federasi.

""Mereka juga pernah berlatih di Pelatnas selama dua minggu beberapa waktu lalu, jadi setidaknya kami sudah mengetahui gerakan, penempatan bola mereka dan kebiasaan lainnya. Kami selalu mewaspadai pada itu semua.""

Fajar menilai Adam/Rossi merupakan pasangan yang agresif. Karena itu, ia dan Fikri berusaha meredam permainan lawan sejak awal.

""Mereka juga pasangan yang sangat agresif di lapangan dan kami terus meredam pola permainan mereka. Secara keseluruhan dari pertandingan pertama kami tidak menemukan masalah apa-apa yang mungkin cuma arah angin dan lain-lain,"" lanjutnya.

Kemenangan tersebut menjadi awal positif bagi Fajar/Fikri di Kejuaraan Dunia. Namun, mereka tidak ingin hasil tersebut maupun dua gelar sebelumnya justru menambah tekanan.

Fajar/Fikri datang ke New Delhi dengan kepercayaan diri tinggi setelah menjuarai Japan Open dan China Open secara beruntun. Meski demikian, Fajar ingin menjadikan pencapaian tersebut sebagai modal, bukan beban.

""Semoga ekspektasi setelah menjuarai Jepang dan China Open itu tidak terlalu membebani buat kami. Kami mau memmbuatnya untuk tambahan semangat, tambahan percaya diri,"" kata Fajar.

Fikri juga memilih pendekatan yang sama. Ini merupakan Kejuaraan Dunia pertama yang dijalaninya bersama Fajar, sehingga mereka ingin menikmati setiap pertandingan tanpa memasang beban berlebihan.

""Pertama kali main di Kejuaraan Dunia sebagai pasangan, tidak ada yang diobrolkan secara lebih spesifik, hanya memang dari kemarin saat latihan, terutama saya mencoba lebih fokus. Karena ini adalah major event, semua apapun bisa terjadi. Kami mau menikmati setiap momennya,"" kata Fikri.

Dengan tiket babak 16 besar sudah diamankan, Fajar/Fikri kini tinggal menjaga fokus. Dua gelar Super 1000 menjadi modal, tetapi Kejuaraan Dunia menuntut mereka kembali memulai dari nol di setiap pertandingan."
